GSE	xpType	RefDye	Comment	Group	Ignore	XP	isCTRL	Batch	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	treatment_protocol_ch1	treatment:ch1	source_name_ch2	characteristics_ch2	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	treatment_protocol_ch2	treatment:ch2
GSE2706	1C				0	1	1							dendritic cells	untreated 3	GSM52360	Monocyte derived dendritic cells	This sample is also known as IOSI05-025 and IRBDL97	Sample_characteristics: Monocyte derived dendritic cells were generated by culturing human monocytes isolated from buffy coats using CD14 microbeads (Miltenyi)	Sample_data_processing: Affymetrix GCOS 1.2	Sample_extract_protocol: cells were harvested and lysed using Trizol (Invitrogen). An additional RNA clean-up step using the RNAeasy purification kit (Qiagen).	Sample_growth_protocol_ch: cultured for five days in 10cm tissue culture dishes in RPMI with 10% fetal bovine serum (Hyclone) supplemented with GM-CSF 50ng/ml and IL-4 10 ng/ml. On day 5 MoDCs were harvested and aliquoted into 6 well plate at 0.5 106 cells/ml, 1.5 106 cells/well.	Sample_hyb_protocol: standard Affymetrix procedures, washes performed using Fluidics Station 400	Sample_label: biotin	Sample_label_protocol: Affymetrix GeneChip Expression 3’ Amplification One-Cycle Target Labeling kit from about 5ug of total RNA	Sample_molecule: total RNA	Sample_scan_protocol: standard Affymetrix procedures using a GeneChip Scanner 3000	Sample_treatment_protocol_ch: after 2h of incubation at 37°C cells were harvested and RNA extracted	GPL570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	0						25 ng/ml;10ng/ml	splenic follicular B cells	TbetKO_CpG_IFNG_rep1	GSM2044794	splenic follicular B cells, Tbet KO, IFNG	3999437115_A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interferon-gamma (IFNG)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	0						25 ng/ml;10ng/ml	splenic follicular B cells	TbetKO_CpG_IL21_rep1	GSM2044795	splenic follicular B cells, Tbet KO, IL21	3999437115_B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interleukin-21 (IL21)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	0						25 ng/ml;10ng/ml	splenic follicular B cells	TbetKO_CpG_IFNG_rep2	GSM2044796	splenic follicular B cells, Tbet KO, IFNG	3999437115_C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interferon-gamma (IFNG)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	0						25 ng/ml;10ng/ml	splenic follicular B cells	TbetKO_CpG_IL21_rep2	GSM2044797	splenic follicular B cells, Tbet KO, IL21	3999437115_D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interleukin-21 (IL21)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	1						25 ng/ml;10ng/ml	splenic follicular B cells	WT_CpG_IFNG_rep1	GSM2044798	splenic follicular B cells, WT, IFNG	3999437115_E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interferon-gamma (IFNG)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	1						25 ng/ml;10ng/ml	splenic follicular B cells	WT_CpG_IL21_rep1	GSM2044799	splenic follicular B cells, WT, IL21	3999437115_F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interleukin-21 (IL21)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	1						25 ng/ml;10ng/ml	splenic follicular B cells	WT_CpG_IFNG_rep2	GSM2044800	splenic follicular B cells, WT, IFNG	3999437115_G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interferon-gamma (IFNG)	NA	NA	NA	NA	NA	NA	NA
GSE77145	1C				0	1	1						25 ng/ml;10ng/ml	splenic follicular B cells	WT_CpG_IL21_rep2	GSM2044801	splenic follicular B cells, WT, IL21	3999437115_H	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6885	strain/background: C57BL/6	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	Cells from each mouse were stimulated with ODN1826 (1 uM) and either IL21 (25 ng/ml) or IFNG (10ng/ml) for 20 hours.	interleukin-21 (IL21)	NA	NA	NA	NA	NA	NA	NA
GSE15066	2C				0	1	0					24h		RAW264.7 macrophages	CpG_24hrs_replica1 (CpG1_24hrsCy3)	GSM376956	CpG_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h		NA	CpG_24hrs_replica1 (CpG1_24hrsCy5)	GSM376957	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	CpG_24hrs_replica1	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)
GSE15066	2C				0	1	0					6h		RAW264.7 macrophages	CpG_6hrs_replica1 (CpG1_6hrsCy3)	GSM376958	CpG_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h		NA	CpG_6hrs_replica1 (CpG1_6hrsCy5)	GSM376959	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	CpG_6hrs_replica1	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)
GSE15066	2C				0	1	0					24h		RAW264.7 macrophages	CpG_24hrs_replica2 (CpG2_24hrsCy3)	GSM376960	CpG_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h		NA	CpG_24hrs_replica2 (CpG2_24hrsCy5)	GSM376961	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	CpG_24hrs_replica2	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)
GSE15066	2C				0	1	0					6h		RAW264.7 macrophages	CpG_6hrs_replica2 (CpG2_6hrsCy3)	GSM376962	CpG_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h		NA	CpG_6hrs_replica2 (CpG2_6hrsCy5)	GSM376963	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	CpG_6hrs_replica2	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)
GSE15066	2C				0	1	0					24h		RAW264.7 macrophages	CpG_24hrs_replica3 (CpG3_24hrsCy3)	GSM376964	CpG_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h		NA	CpG_24hrs_replica3 (CpG3_24hrsCy5)	GSM376965	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	CpG_24hrs_replica3	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)
GSE15066	2C				0	1	0					6h		RAW264.7 macrophages	CpG_6hrs_replica3 (CpG3_6hrsCy3)	GSM376966	CpG_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h		NA	CpG_6hrs_replica3 (CpG3_6hrsCy5)	GSM376967	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	CpG_6hrs_replica3	cell line: RAW264.7 macrophages	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	CpG ODN 1826 (Midland)
GSE15066	2C				0	1	0					24h	0.5 ug/mL	RAW264.7 macrophages	LPS_24hrs_replica1 (LPS1_24hrsCy3)	GSM376968	LPS_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h	0.5 ug/mL	NA	LPS_24hrs_replica1 (LPS1_24hrsCy5)	GSM376969	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	LPS_24hrs_replica1	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)
GSE15066	2C				0	1	0					6h	0.5 ug/mL	RAW264.7 macrophages	LPS_6hrs_replica1 (LPS1_6hrsCy3)	GSM376970	LPS_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h	0.5 ug/mL	NA	LPS_6hrs_replica1 (LPS1_6hrsCy5)	GSM376971	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	LPS_6hrs_replica1	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)
GSE15066	2C				0	1	0					24h	0.5 ug/mL	RAW264.7 macrophages	LPS_24hrs_replica2 (LPS2_24hrsCy3)	GSM376972	LPS_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h	0.5 ug/mL	NA	LPS_24hrs_replica2 (LPS2_24hrsCy5)	GSM376973	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	LPS_24hrs_replica2	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)
GSE15066	2C				0	1	0					6h	0.5 ug/mL	RAW264.7 macrophages	LPS_6hrs_replica2 (LPS2_6hrsCy3)	GSM376974	LPS_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h	0.5 ug/mL	NA	LPS_6hrs_replica2 (LPS2_6hrsCy5)	GSM376975	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	LPS_6hrs_replica2	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)
GSE15066	2C				0	1	0					24h	0.5 ug/mL	RAW264.7 macrophages	LPS_24hrs_replica3 (LPS3_24hrsCy3)	GSM376976	LPS_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
