GSE	geo_accession	xpType	RefDye	Note	Group	Ignore	XP	Batch	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	source_name_ch1	source_name_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch2.4	characteristics_ch2.5	characteristics_ch1	characteristics_ch2	platform_id	description.9	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8
GSE67057	GSM1637611	1C			a	0	1	adult	1			(Veh)			dendritic cells	pDC_Adult_Unstim_0h_subj1	Peripheral blood	NA	age group: Adult	individual: 1	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460254_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637612	1C			A	0	1	adult	0			3M-003	1h	5 uM	dendritic cells	pDC_Adult_3M003_1h_subj1	Peripheral blood	NA	age group: Adult	individual: 1	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460254_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637613	1C			B	0	1	adult	0			3M-003	6h	5 uM	dendritic cells	pDC_Adult_3M003_6h_subj1	Peripheral blood	NA	age group: Adult	individual: 1	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460254_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637614	1C			a	0	1	neonate	1			(Veh)			dendritic cells	pDC_Neonate_Unstim_0h_subj1	Cord blood	NA	age group: Neonate	individual: 1	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460254_D	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637615	1C			A	0	1	neonate	0			3M-003	1h	5 uM	dendritic cells	pDC_Neonate_3M003_1h_subj1	Cord blood	NA	age group: Neonate	individual: 1	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460254_E	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637616	1C			B	0	1	neonate	0			3M-003	6h	5 uM	dendritic cells	pDC_Neonate_3M003_6h_subj1	Cord blood	NA	age group: Neonate	individual: 1	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460254_F	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637617	1C			a	0	1	adult	1			(Veh)			dendritic cells	pDC_Adult_Unstim_0h_subj2	Peripheral blood	NA	age group: Adult	individual: 2	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1723260020_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637618	1C			A	0	1	adult	0			3M-003	1h	5 uM	dendritic cells	pDC_Adult_3M003_1h_subj2	Peripheral blood	NA	age group: Adult	individual: 2	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1723260020_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637619	1C			B	0	1	adult	0			3M-003	6h	5 uM	dendritic cells	pDC_Adult_3M003_6h_subj2	Peripheral blood	NA	age group: Adult	individual: 2	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1723260020_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637620	1C			a	0	1	adult	1			(Veh)			dendritic cells	pDC_Adult_Unstim_0h_subj3	Peripheral blood	NA	age group: Adult	individual: 3	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260020_D	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637621	1C			A	0	1	adult	0			3M-003	1h	5 uM	dendritic cells	pDC_Adult_3M003_1h_subj3	Peripheral blood	NA	age group: Adult	individual: 3	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260020_E	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637622	1C			B	0	1	adult	0			3M-003	6h	5 uM	dendritic cells	pDC_Adult_3M003_6h_subj3	Peripheral blood	NA	age group: Adult	individual: 3	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260020_F	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637623	1C			a	0	1	neonate	1			(Veh)			dendritic cells	pDC_Neonate_Unstim_0h_subj2	Cord blood	NA	age group: Neonate	individual: 2	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460247_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637624	1C			A	0	1	neonate	0			3M-003	1h	5 uM	dendritic cells	pDC_Neonate_3M003_1h_subj2	Cord blood	NA	age group: Neonate	individual: 2	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460247_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637625	1C			B	0	1	neonate	0			3M-003	6h	5 uM	dendritic cells	pDC_Neonate_3M003_6h_subj2	Cord blood	NA	age group: Neonate	individual: 2	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460247_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637626	1C			a	0	1	neonate	1			(Veh)			dendritic cells	pDC_Neonate_Unstim_0h_subj3	Cord blood	NA	age group: Neonate	individual: 3	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460247_D	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637627	1C			A	0	1	neonate	0			3M-003	1h	5 uM	dendritic cells	pDC_Neonate_3M003_1h_subj3	Cord blood	NA	age group: Neonate	individual: 3	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460247_E	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637628	1C			B	0	1	neonate	0			3M-003	6h	5 uM	dendritic cells	pDC_Neonate_3M003_6h_subj3	Cord blood	NA	age group: Neonate	individual: 3	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1714460247_F	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637629	1C			a	0	1	adult	1			(Veh)			dendritic cells	pDC_Adult_Unstim_0h_subj4	Peripheral blood	NA	age group: Adult	individual: 4	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260021_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637630	1C			A	0	1	adult	0			3M-003	1h	5 uM	dendritic cells	pDC_Adult_3M003_1h_subj4	Peripheral blood	NA	age group: Adult	individual: 4	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260021_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637631	1C			B	0	1	adult	0			3M-003	6h	5 uM	dendritic cells	pDC_Adult_3M003_6h_subj4	Peripheral blood	NA	age group: Adult	individual: 4	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260021_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637632	1C			a	0	1	adult	1			(Veh)			dendritic cells	pDC_Adult_Unstim_0h_subj5	Peripheral blood	NA	age group: Adult	individual: 5	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260021_D	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637633	1C			A	0	1	adult	0			3M-003	1h	5 uM	dendritic cells	pDC_Adult_3M003_1h_subj5	Peripheral blood	NA	age group: Adult	individual: 5	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260021_E	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637634	1C			B	0	1	adult	0			3M-003	6h	5 uM	dendritic cells	pDC_Adult_3M003_6h_subj5	Peripheral blood	NA	age group: Adult	individual: 5	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260021_F	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637635	1C			a	0	1	neonate	1			(Veh)			dendritic cells	pDC_Neonate_Unstim_0h_subj4	Cord blood	NA	age group: Neonate	individual: 4	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260009_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637636	1C			A	0	1	neonate	0			3M-003	1h	5 uM	dendritic cells	pDC_Neonate_3M003_1h_subj4	Cord blood	NA	age group: Neonate	individual: 4	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260009_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637637	1C			B	0	1	neonate	0			3M-003	6h	5 uM	dendritic cells	pDC_Neonate_3M003_6h_subj4	Cord blood	NA	age group: Neonate	individual: 4	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260009_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637638	1C			a	0	1	neonate	1			(Veh)			dendritic cells	pDC_Neonate_Unstim_0h_subj5	Cord blood	NA	age group: Neonate	individual: 5	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260009_D	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637639	1C			A	0	1	neonate	0			3M-003	1h	5 uM	dendritic cells	pDC_Neonate_3M003_1h_subj5	Cord blood	NA	age group: Neonate	individual: 5	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260009_E	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637640	1C			B	0	1	neonate	0			3M-003	6h	5 uM	dendritic cells	pDC_Neonate_3M003_6h_subj5	Cord blood	NA	age group: Neonate	individual: 5	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260009_F	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637641	1C			a	0	1	neonate	1			(Veh)			dendritic cells	pDC_Neonate_Unstim_0h_subj6	Cord blood	NA	age group: Neonate	individual: 6	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260056_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637642	1C			A	0	1	neonate	0			3M-003	1h	5 uM	dendritic cells	pDC_Neonate_3M003_1h_subj6	Cord blood	NA	age group: Neonate	individual: 6	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260056_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637643	1C			B	0	1	neonate	0			3M-003	6h	5 uM	dendritic cells	pDC_Neonate_3M003_6h_subj6	Cord blood	NA	age group: Neonate	individual: 6	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Male	NA	GPL6102	NA	Sample name: 1723260056_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637644	1C			a	0	1	adult	1			(Veh)			dendritic cells	pDC_Adult_Unstim_0h_subj6	Peripheral blood	NA	age group: Adult	individual: 6	cell type: pDC	agent: control	time: 0h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1848089057_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637645	1C			A	0	1	adult	0			3M-003	1h	5 uM	dendritic cells	pDC_Adult_3M003_1h_subj6	Peripheral blood	NA	age group: Adult	individual: 6	cell type: pDC	agent: 3M003	time: 1h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1848089057_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE67057	GSM1637646	1C			B	0	1	adult	0			3M-003	6h	5 uM	dendritic cells	pDC_Adult_3M003_6h_subj6	Peripheral blood	NA	age group: Adult	individual: 6	cell type: pDC	agent: 3M003	time: 6h	NA	NA	NA	NA	NA	NA	NA	gender: Female	NA	GPL6102	NA	Sample name: 1848089057_C	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE41825	GSM1025019	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_1 (1_1_3)	"pDC from donor 1, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	1_1_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025020	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_1 (3_1_3)	"pDC from donor 1, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	3_1_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025021	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_1 (5_1_3)	"pDC from donor 1, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	5_1_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025022	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_Gard_Btki_3hrs_donor_1 (7_1_3)	"pDC from donor 1, gardiquimod_Btki, 3 hrs"	NA	treatment: gardiquimod and BTK inhibitor	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	7_1_3_Gard_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025023	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_1 (8_1_3)	"pDC from donor 1, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	8_1_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025024	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_1 (10_1_3)	"pDC from donor 1, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	10_1_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025025	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_ODN2216_Btki_3hrs_donor_1 (13_1_3)	"pDC from donor 1, ODN 2216_Btki, 3 hrs"	NA	treatment: ODN 2216 and BTK inhibitor	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	13_1_3_2216_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025026	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_1 (15_1_3)	"pDC from donor 1, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	15_1_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025027	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_ODN2216_Btki_3hrs_donor_2 (17_2_3)	"pDC from donor 2, ODN 2216_Btki, 3 hrs"	NA	treatment: ODN 2216 and BTK inhibitor	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	17_2_3_2216_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025028	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_2 (21_2_3)	"pDC from donor 2, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	21_2_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025029	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_2 (22_2_3)	"pDC from donor 2, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	22_2_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025030	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_Gard_Btki_3hrs_donor_2 (25_2_3)	"pDC from donor 2, gardiquimod_Btki, 3 hrs"	NA	treatment: gardiquimod and BTK inhibitor	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	25_2_3_Gard_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025031	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_2 (26_2_3)	"pDC from donor 2, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	26_2_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025032	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_2 (27_2_3)	"pDC from donor 2, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	27_2_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025033	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_2 (28_2_3)	"pDC from donor 2, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	28_2_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025034	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_2 (30_2_3)	"pDC from donor 2, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	30_2_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025035	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_ODN2216_Btki_3hrs_donor_3 (33_3_3)	"pDC from donor 3, ODN 2216_Btki, 3 hrs"	NA	treatment: ODN 2216 and BTK inhibitor	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	33_3_3_2216_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025036	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_3 (36_3_3)	"pDC from donor 3, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	36_3_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025037	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_3 (37_3_3)	"pDC from donor 3, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	37_3_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025038	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_3 (38_3_3)	"pDC from donor 3, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	38_3_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025039	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_ODN2216_Btki_3hrs_donor_3 (39_3_3)	"pDC from donor 3, ODN 2216_Btki, 3 hrs"	NA	treatment: ODN 2216 and BTK inhibitor	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	39_3_3_2216_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025040	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_3 (41_3_3)	"pDC from donor 3, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	41_3_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025041	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_Gard_Btki_3hrs_donor_3 (44_3_3)	"pDC from donor 3, gardiquimod_Btki, 3 hrs"	NA	treatment: gardiquimod and BTK inhibitor	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	44_3_3_Gard_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025042	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_3 (50_3_3)	"pDC from donor 3, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	50_3_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025043	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_3 (52_3_3)	"pDC from donor 3, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	52_3_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025044	1C			A	0	1		0			gardiquimod	3h	5 uM	dendritic cells	pDC_Gard_3hrs_donor_4 (53_4_3)	"pDC from donor 4, gardiquimod, 3 hrs"	NA	treatment: gardiquimod	timepoint: 3 hrs	subject: 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	53_4_3_Gard	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025045	1C			C	0	1		0			ODN2216	3h	1 uM	dendritic cells	pDC_ODN2216_3hrs_donor_4 (57_4_3)	"pDC from donor 4, ODN 2216, 3 hrs"	NA	treatment: ODN 2216	timepoint: 3 hrs	subject: 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	57_4_3_2216	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025046	1C			B	0	1		0			gardiquimod;BTKi (RN486)	3h	5 uM;1 uM	dendritic cells	pDC_Gard_Btki_3hrs_donor_4 (59_4_3)	"pDC from donor 4, gardiquimod_Btki, 3 hrs"	NA	treatment: gardiquimod and BTK inhibitor	timepoint: 3 hrs	subject: 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	59_4_3_Gard_Btki	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025047	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_4 (60_4_3)	"pDC from donor 4, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	60_4_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
GSE41825	GSM1025048	1C			a	0	1		1			(Veh)	3h		dendritic cells	pDC_Untreated_3hrs_donor_4 (62_4_3)	"pDC from donor 4, untreated, 3 hrs"	NA	treatment: untreated	timepoint: 3 hrs	subject: 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	cell type: plasmacytoid dendritic cells (pDCs)	NA	GPL570	NA	62_4_3_Untreated	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
