GSE	xpType	RefDye	Group	Ignore	XP	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BSMMapped	BioSampName	Comment	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	source_name_ch2	characteristics_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6
GSE9560	1C		B	0	0	0			LPS	8h	1 ug/mL	NA	dental pulp fibroblasts		Dental pulp fibroblasts treated with lipopolysaccharide_rep1	GSM241788	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		B	0	0	0			LPS	8h	1 ug/mL	NA	dental pulp fibroblasts		Dental pulp fibroblasts treated with lipopolysaccharide_rep2	GSM241789	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE9560	1C		B	0	0	0			LPS	8h	1 ug/mL	NA	dental pulp fibroblasts		Dental pulp fibroblasts treated with lipopolysaccharide_rep3	GSM241800	Healthy human dental pulp from which explants were cultured for 4 weeks.	Files were converted into numerical data using the ScanAlyze software (http://www.microarrays.org/software.html).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL3865	"Twenty healthy non-erupted human third molars were collected with informed consent of the patients, in accordance with the French Public Health Code and following a protocol approved by the local ethics committee."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE11327	1C		D	0	0	0			LPS;IFN-g	6h	30 ng/ml;1.000 U/ml	NA	dendritic cells		6h_LPS_IFNg	GSM286015	dendritic cells_LPS IFNg_6h	monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 6 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 6 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		A	0	0	0			LPS;IFN-g	12h	30 ng/ml;1.000 U/ml	NA	dendritic cells		12h_LPS_IFNg	GSM286017	dendritic cells_LPS IFNg_12h	monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 12 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 12 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		B	0	0	0			LPS;IFN-g	24h	30 ng/ml;1.000 U/ml	NA	dendritic cells		24h_LPS_IFNg	GSM286086	dendritic cells_LPS IFNg_24h	monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 24 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 24 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		C	0	0	0			LPS;IFN-g	48h	30 ng/ml;1.000 U/ml	NA	dendritic cells		48h_LPS_IFNg	GSM286087	dendritic cells_LPS IFNg_48h	Monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 48 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	Monocyte derived dendritic cells from a healthy donor activated for 6 hours with LPS IFNg analyzed after 48 hours	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		d	0	0	1			(Veh)	6h		NA	dendritic cells		iDC_6h	GSM286088	dendritic cells_unstimulated control_6h	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 6h hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 6h hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		a	0	0	1			(Veh)	12h		NA	dendritic cells		iDC_12h	GSM286089	dendritic cells_unstimulated control_12h	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 12 hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 12 hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		b	0	0	1			(Veh)	24h		NA	dendritic cells		iDC_24h	GSM286090	dendritic cells_unstimulated control_24h	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 24 hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 24 hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE11327	1C		c	0	0	1			(Veh)	48h		NA	dendritic cells		iDC_48h	GSM286091	dendritic cells_unstimulated control_48h	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 48 hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL570	"Monocyte derived dendritic cells from a healthy donor, unstimulated control analyzed after 48 hours"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE11898	1C		a	0	0	1			(Veh)	6h		NA	primary mesangial cells		lipofectamine at 6h-1	GSM300667	"primary mesangial cells, control, lipofectamine at 6h-1"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		a	0	0	1			(Veh)	6h		NA	primary mesangial cells		lipofectamine at 6h-2	GSM300668	"primary mesangial cells, control, lipofectamine at 6h-2"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		a	0	0	1			(Veh)	6h		NA	primary mesangial cells		lipofectamine at 6h-3	GSM300669	"primary mesangial cells, control, lipofectamine at 6h-3"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		B	0	0	0			pIC	6h	30 ug	NA	primary mesangial cells		Non-CpG DNA at 6h-1	GSM300670	"primary mesangial cells, Non-CpG DNA at 6h-1"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		B	0	0	0			pIC	6h	30 ug	NA	primary mesangial cells		Non-CpG DNA at 6h-2	GSM300671	"primary mesangial cells, Non-CpG DNA at 6h-2"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		B	0	0	0			pIC	6h	30 ug	NA	primary mesangial cells		Non-CpG DNA at 6h-3	GSM300672	"primary mesangial cells, Non-CpG DNA at 6h-3"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		A	0	0	0			3P-RNA	6h	0.5 ug	NA	primary mesangial cells		3P-RNA at 6h-1	GSM300673	"primary mesangial cells, 3P-RNA at 6h-1"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		A	0	0	0			3P-RNA	6h	0.5 ug	NA	primary mesangial cells		3P-RNA at 6h-2	GSM300674	"primary mesangial cells, 3P-RNA at 6h-2"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
GSE11898	1C		A	0	0	0			3P-RNA	6h	0.5 ug	NA	primary mesangial cells		3P-RNA at 6h-3	GSM300675	"primary mesangial cells, 3P-RNA at 6h-3"	Gene expression data from primary mesangial cells that are stimulated with Non-CpG DNA and 3P-RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL1261	Genotype: C57Bl/6	NA	NA	Age: 8-10 week old	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE14719	1C		a	0	0	1	(WT)					NA	liver		TLR3wt -1	GSM367737	liver RNA C57Bl/6	"total liver RNA taken from untreated, 3 months old, TLR3wt C57Bl/6, triplicate-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	"liver RNA taken from untreated, 3 months old C57Bl/6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE14719	1C		a	0	0	1	(WT)					NA	liver		TLR3wt -2	GSM367738	liver RNA C57Bl/6	"total liver RNA taken from untreated, 3 months old, TLR3wt C57Bl/6, triplicate-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	"liver RNA taken from untreated, 3 months old C57Bl/6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE14719	1C		a	0	0	1	(WT)					NA	liver		TLR3wt -3	GSM367739	liver RNA C57Bl/6	"total liver RNA taken from untreated, 3 months old, TLR3wt C57Bl/6, triplicate-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	"liver RNA taken from untreated, 3 months old C57Bl/6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE14719	1C		A	0	0	0	TLR3	LOF				NA	liver		TLR3-/- -1	GSM367740	liver RNA TLR3-/-	"total liver RNA taken from untreated, 3 months old, TLR3-/-, triplicate-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	"liver RNA taken from untreated, 3 months old TLR3-/-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE14719	1C		A	0	0	0	TLR3	LOF				NA	liver		TLR3-/- -2	GSM367741	liver RNA TLR3-/-	"total liver RNA taken from untreated, 3 months old, TLR3-/-, triplicate-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	"liver RNA taken from untreated, 3 months old TLR3-/-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE14719	1C		A	0	0	0	TLR3	LOF				NA	liver		TLR3-/- -3	GSM367742	liver RNA TLR3-/-	"total liver RNA taken from untreated, 3 months old, TLR3-/-, triplicate-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	"liver RNA taken from untreated, 3 months old TLR3-/-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE14816	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		Immune Response of Immature Dendritic Cells after Infection with Human Cytomegalovirus Strain TB40E mock sample 1	GSM371008	Dendritic Cells	RMA normalized data not provided by submitter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL96	infection: Human Cytomegalovirus Strain TB40E mock	NA	NA	cell type: Dendritic Cells	NA	NA	NA	NA	NA	NA	NA	NA
GSE14816	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		Immune Response of Immature Dendritic Cells after Infection with Human Cytomegalovirus Strain TB40E mock sample 2	GSM371009	Dendritic Cells	RMA normalized data not provided by submitter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL96	infection: Human Cytomegalovirus Strain TB40E mock	NA	NA	cell type: Dendritic Cells	NA	NA	NA	NA	NA	NA	NA	NA
GSE14816	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		Immune Response of Immature Dendritic Cells after Infection with Human Cytomegalovirus Strain TB40E mock sample 3	GSM371010	Dendritic Cells	RMA normalized data not provided by submitter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL96	infection: Human Cytomegalovirus Strain TB40E mock	NA	NA	cell type: Dendritic Cells	NA	NA	NA	NA	NA	NA	NA	NA
GSE14816	1C		A	0	0	0			CMV (TB40E)	2h	MOI=50	NA	dendritic cells		Immune Response of Immature Dendritic Cells after Infection with Human Cytomegalovirus Strain TB40E TB treated sample 1	GSM371011	Dendritic Cells	RMA normalized data not provided by submitter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL96	infection: Human Cytomegalovirus Strain TB40E TB	NA	NA	cell type: Dendritic Cells	NA	NA	NA	NA	NA	NA	NA	NA
GSE14816	1C		A	0	0	0			CMV (TB40E)	2h	MOI=50	NA	dendritic cells		Immune Response of Immature Dendritic Cells after Infection with Human Cytomegalovirus Strain TB40E TB treated sample 2	GSM371012	Dendritic Cells	RMA normalized data not provided by submitter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL96	infection: Human Cytomegalovirus Strain TB40E TB	NA	NA	cell type: Dendritic Cells	NA	NA	NA	NA	NA	NA	NA	NA
GSE14816	1C		A	0	0	0			CMV (TB40E)	2h	MOI=50	NA	dendritic cells		Immune Response of Immature Dendritic Cells after Infection with Human Cytomegalovirus Strain TB40E TB treated sample 3	GSM371013	Dendritic Cells	RMA normalized data not provided by submitter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL96	infection: Human Cytomegalovirus Strain TB40E TB	NA	NA	cell type: Dendritic Cells	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE15066	2CCommonRefDyeSwap	Cy5	A	0	0	0			CpG	24h	1.5 uM	NA	RAW264.7 macrophages		CpG_24hrs_replica1 (CpG1_24hrsCy3)	GSM376956	CpG_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	A	0	0	0			CpG	24h	1.5 uM	NA	RAW264.7 macrophages		CpG_24hrs_replica1 (CpG1_24hrsCy5)	GSM376957	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	CpG_24hrs_replica1	cell line: RAW264.7 macrophages				treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	D	0	0	0			CpG	6h	1.5 uM	NA	RAW264.7 macrophages		CpG_6hrs_replica1 (CpG1_6hrsCy3)	GSM376958	CpG_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	D	0	0	0			CpG	6h	1.5 uM	NA	RAW264.7 macrophages		CpG_6hrs_replica1 (CpG1_6hrsCy5)	GSM376959	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	CpG_6hrs_replica1	cell line: RAW264.7 macrophages				treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	A	0	0	0			CpG	24h	1.5 uM	NA	RAW264.7 macrophages		CpG_24hrs_replica2 (CpG2_24hrsCy3)	GSM376960	CpG_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	A	0	0	0			CpG	24h	1.5 uM	NA	RAW264.7 macrophages		CpG_24hrs_replica2 (CpG2_24hrsCy5)	GSM376961	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	CpG_24hrs_replica2	cell line: RAW264.7 macrophages				treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	D	0	0	0			CpG	6h	1.5 uM	NA	RAW264.7 macrophages		CpG_6hrs_replica2 (CpG2_6hrsCy3)	GSM376962	CpG_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	D	0	0	0			CpG	6h	1.5 uM	NA	RAW264.7 macrophages		CpG_6hrs_replica2 (CpG2_6hrsCy5)	GSM376963	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	CpG_6hrs_replica2	cell line: RAW264.7 macrophages				treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	A	0	0	0			CpG	24h	1.5 uM	NA	RAW264.7 macrophages		CpG_24hrs_replica3 (CpG3_24hrsCy3)	GSM376964	CpG_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	A	0	0	0			CpG	24h	1.5 uM	NA	RAW264.7 macrophages		CpG_24hrs_replica3 (CpG3_24hrsCy5)	GSM376965	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	CpG_24hrs_replica3	cell line: RAW264.7 macrophages				treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	D	0	0	0			CpG	6h	1.5 uM	NA	RAW264.7 macrophages		CpG_6hrs_replica3 (CpG3_6hrsCy3)	GSM376966	CpG_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	D	0	0	0			CpG	6h	1.5 uM	NA	RAW264.7 macrophages		CpG_6hrs_replica3 (CpG3_6hrsCy5)	GSM376967	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	CpG_6hrs_replica3	cell line: RAW264.7 macrophages				treatment: CpG ODN 1826 (Midland)	amount: 1.5 uM	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	B	0	0	0			LPS	24h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_24hrs_replica1 (LPS1_24hrsCy3)	GSM376968	LPS_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	B	0	0	0			LPS	24h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_24hrs_replica1 (LPS1_24hrsCy5)	GSM376969	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	LPS_24hrs_replica1	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	E	0	0	0			LPS	6h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_6hrs_replica1 (LPS1_6hrsCy3)	GSM376970	LPS_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	E	0	0	0			LPS	6h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_6hrs_replica1 (LPS1_6hrsCy5)	GSM376971	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	LPS_6hrs_replica1	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	B	0	0	0			LPS	24h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_24hrs_replica2 (LPS2_24hrsCy3)	GSM376972	LPS_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	B	0	0	0			LPS	24h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_24hrs_replica2 (LPS2_24hrsCy5)	GSM376973	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	LPS_24hrs_replica2	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	E	0	0	0			LPS	6h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_6hrs_replica2 (LPS2_6hrsCy3)	GSM376974	LPS_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	E	0	0	0			LPS	6h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_6hrs_replica2 (LPS2_6hrsCy5)	GSM376975	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	LPS_6hrs_replica2	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	B	0	0	0			LPS	24h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_24hrs_replica3 (LPS3_24hrsCy3)	GSM376976	LPS_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	B	0	0	0			LPS	24h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_24hrs_replica3 (LPS3_24hrsCy5)	GSM376977	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	LPS_24hrs_replica3	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	E	0	0	0			LPS	6h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_6hrs_replica3 (LPS3_6hrsCy3)	GSM376978	LPS_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs				NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	E	0	0	0			LPS	6h	0.5 ug/mL	NA	RAW264.7 macrophages		LPS_6hrs_replica3 (LPS3_6hrsCy5)	GSM376979	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	LPS_6hrs_replica3	cell line: RAW264.7 macrophages				treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica1 (M1_24hrsCy3)	GSM376980	media_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		media_24hrs_replica1 (M1_24hrsCy5)	GSM376981	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100	media_24hrs_replica1	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE15066	2CCommonRefDyeSwap	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		media_6hrs_replica1 (M1_6hrsCy3)	GSM376982	media_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample: Stratagene cat number 740100	treatment: media contro	: time: 6 hrs					NA	NA	NA
